node_id,label,type,mention_count,record_count
TECH_OBS:head temperature would jump 150 degrees fahrenheit,head temperature would jump 150 degrees fahrenheit,TECH_OBS,1,1
"TECH_OBS:head temperatures , over forty out of","head temperatures , over forty out of",TECH_OBS,1,1
TECH_OBS:high temperature rtv,high temperature rtv,TECH_OBS,1,1
TECH_OBS:highest number seen was 2740,highest number seen was 2740,TECH_OBS,1,1
TECH_OBS:highest rpm found was 28,highest rpm found was 28,TECH_OBS,1,1
TECH_OBS:hover higher that two inches,hover higher that two inches,TECH_OBS,1,1
"TECH_OBS:idle "" up "" to specs","idle "" up "" to specs",TECH_OBS,1,1
TECH_OBS:idle at 1700 rpm,idle at 1700 rpm,TECH_OBS,1,1
TECH_OBS:idle at 970 rpm,idle at 970 rpm,TECH_OBS,1,1
TECH_OBS:idle indicating 650 rpm,idle indicating 650 rpm,TECH_OBS,1,1
TECH_OBS:idle override speed was 1300,idle override speed was 1300,TECH_OBS,1,1
TECH_OBS:idle setting within ma,idle setting within ma,TECH_OBS,1,1
TECH_OBS:idle speed 1650 rpm,idle speed 1650 rpm,TECH_OBS,1,1
TECH_OBS:idle speed at 780 rpm,idle speed at 780 rpm,TECH_OBS,1,1
TECH_OBS:idle was at eighty rpm,idle was at eighty rpm,TECH_OBS,1,1
TECH_OBS:idled normal,idled normal,TECH_OBS,1,1
TECH_OBS:idles at approximately 1000 rpm,idles at approximately 1000 rpm,TECH_OBS,1,1
TECH_OBS:indicated zero psi,indicated zero psi,TECH_OBS,1,1
TECH_OBS:lash,lash,TECH_OBS,1,1
TECH_OBS:last two day,last two day,TECH_OBS,1,1
TECH_OBS:less than five percent requirements,less than five percent requirements,TECH_OBS,1,1
TECH_OBS:lmp,lmp,TECH_OBS,1,1
TECH_OBS:low n2 conditions,low n2 conditions,TECH_OBS,1,1
TECH_OBS:m volts dropped to 26,m volts dropped to 26,TECH_OBS,1,1
TECH_OBS:manifold pressure,manifold pressure,TECH_OBS,1,1
TECH_OBS:manifold psi,manifold psi,TECH_OBS,1,1
TECH_OBS:max overspeed of 2702,max overspeed of 2702,TECH_OBS,1,1
TECH_OBS:max overspeed was 2617 rpm,max overspeed was 2617 rpm,TECH_OBS,1,1
TECH_OBS:max rpm,max rpm,TECH_OBS,1,1
TECH_OBS:max rpm inspection,max rpm inspection,TECH_OBS,1,1
TECH_OBS:max rpm of 2739.8,max rpm of 2739.8,TECH_OBS,1,1
TECH_OBS:max rpm to be less than five percent rate,max rpm to be less than five percent rate,TECH_OBS,1,1
TECH_OBS:mixture rise,mixture rise,TECH_OBS,1,1
TECH_OBS:mixture settings,mixture settings,TECH_OBS,1,1
TECH_OBS:momentary rpm of 2733.7,momentary rpm of 2733.7,TECH_OBS,1,1
TECH_OBS:momentary rpm of 2772.5,momentary rpm of 2772.5,TECH_OBS,1,1
TECH_OBS:n1 rpm,n1 rpm,TECH_OBS,1,1
TECH_OBS:next due 7/31/17,next due 7/31/17,TECH_OBS,1,1
TECH_OBS:no more than 10 seconds,no more than 10 seconds,TECH_OBS,1,1
TECH_OBS:number two and number three egt ',number two and number three egt ',TECH_OBS,1,1
TECH_OBS:number two and number three egt ' s,number two and number three egt ' s,TECH_OBS,1,1
TECH_OBS:oil,oil,TECH_OBS,1,1
TECH_OBS:oil pressure,oil pressure,TECH_OBS,2,1
TECH_OBS:oil pressure 89 psi,oil pressure 89 psi,TECH_OBS,1,1
TECH_OBS:oil pressure readings,oil pressure readings,TECH_OBS,1,1
TECH_OBS:oil pressure setting,oil pressure setting,TECH_OBS,1,1
TECH_OBS:oil psi,oil psi,TECH_OBS,1,1
TECH_OBS:once,once,TECH_OBS,1,1
TECH_OBS:one foot,one foot,TECH_OBS,1,1
TECH_OBS:one or both,one or both,TECH_OBS,1,1
TECH_OBS:one two gone,one two gone,TECH_OBS,1,1
TECH_OBS:operating parameters,operating parameters,TECH_OBS,1,1
TECH_OBS:over ride speed was 1225 rpm,over ride speed was 1225 rpm,TECH_OBS,1,1
TECH_OBS:overspeed threshold,overspeed threshold,TECH_OBS,1,1
TECH_OBS:pd number 12,pd number 12,TECH_OBS,1,1
TECH_OBS:power,power,TECH_OBS,1,1
TECH_OBS:pressure came up to 65/80 psi,pressure came up to 65/80 psi,TECH_OBS,1,1
TECH_OBS:pressure low,pressure low,TECH_OBS,1,1
TECH_OBS:pressures,pressures,TECH_OBS,1,1
TECH_OBS:proper gap,proper gap,TECH_OBS,1,1
TECH_OBS:rated engine speed,rated engine speed,TECH_OBS,1,1
TECH_OBS:read . 2733.2 rpm highest recording,read . 2733.2 rpm highest recording,TECH_OBS,1,1
TECH_OBS:resecure,resecure,TECH_OBS,1,1
TECH_OBS:rpm 200 rise,rpm 200 rise,TECH_OBS,1,1
TECH_OBS:rpm 2700 for 2 sec,rpm 2700 for 2 sec,TECH_OBS,1,1
TECH_OBS:rpm 2740,rpm 2740,TECH_OBS,1,1
TECH_OBS:rpm found to 2703.4,rpm found to 2703.4,TECH_OBS,1,1
TECH_OBS:rpm got as low as 530,rpm got as low as 530,TECH_OBS,1,1
TECH_OBS:rpm hit 2720,rpm hit 2720,TECH_OBS,1,1
TECH_OBS:rpm of 2720,rpm of 2720,TECH_OBS,1,1
TECH_OBS:rpm over 1000,rpm over 1000,TECH_OBS,1,1
TECH_OBS:rpm reached 2720,rpm reached 2720,TECH_OBS,1,1
TECH_OBS:rpm reached 2760,rpm reached 2760,TECH_OBS,1,1
TECH_OBS:rpm reached 2770,rpm reached 2770,TECH_OBS,1,1
TECH_OBS:rpm to reach 2723,rpm to reach 2723,TECH_OBS,1,1
TECH_OBS:rpm was 1700,rpm was 1700,TECH_OBS,1,1
TECH_OBS:rpm was 2740 for 3 seconds,rpm was 2740 for 3 seconds,TECH_OBS,1,1
TECH_OBS:rpm was constant,rpm was constant,TECH_OBS,1,1
TECH_OBS:run out below.001,run out below.001,TECH_OBS,1,1
TECH_OBS:run smooth,run smooth,TECH_OBS,1,1
TECH_OBS:second time,second time,TECH_OBS,1,1
TECH_OBS:seventy out of eighty,seventy out of eighty,TECH_OBS,1,1
TECH_OBS:several hours,several hours,TECH_OBS,1,1
TECH_OBS:six inch puddle,six inch puddle,TECH_OBS,1,1
TECH_OBS:speed did not exceed five percent,speed did not exceed five percent,TECH_OBS,1,1
TECH_OBS:speed limitations,speed limitations,TECH_OBS,1,1
TECH_OBS:started normal,started normal,TECH_OBS,1,1
TECH_OBS:static 2340,static 2340,TECH_OBS,1,1
TECH_OBS:static 2340 at 12.1 ground pressure,static 2340 at 12.1 ground pressure,TECH_OBS,1,1
TECH_OBS:static full rpm,static full rpm,TECH_OBS,1,1
TECH_OBS:temperature,temperature,TECH_OBS,1,1
TECH_OBS:thirty hundred and fifty rpm,thirty hundred and fifty rpm,TECH_OBS,1,1
TECH_OBS:tire pressures,tire pressures,TECH_OBS,1,1
TECH_OBS:two different times,two different times,TECH_OBS,1,1
TECH_OBS:two number two nd time,two number two nd time,TECH_OBS,1,1
TECH_OBS:two places,two places,TECH_OBS,1,1
TECH_OBS:two t,two t,TECH_OBS,1,1
TECH_OBS:two thousand rpm,two thousand rpm,TECH_OBS,1,1
TECH_OBS:two times,two times,TECH_OBS,1,1
TECH_OBS:valve clearan,valve clearan,TECH_OBS,1,1
TECH_OBS:valve guide clearance,valve guide clearance,TECH_OBS,1,1
TECH_OBS:zero co,zero co,TECH_OBS,1,1
