ident,text,items,faults,actions
105682,NUMBER ONE AND NUMBER TWO ROCKER GASKETS ARE LEAKING ON LEFT-HAND ENGINE . REMOVED AND REPLACED WITH NEW SILICONE GASKETS .,rocker gaskets; engine; silicone gaskets,leaking,removed; replaced
105683,"AFT RIGHT-HAND BAFFLE SCREW IS MISSING . REMOVED OIL COOLER FROM BAFFLE , NO LINES DISTURBED . IN",baffle screw; oil cooler; baffle,missing,removed
105684,"NUMBER TWO , AND NUMBER FOUR INTAKE GASKETS LEAKING ON LEFT-HAND ENGINE . REMOVED AND REPLACED WITH NEW GASKETS .",intake gaskets; engine; gaskets,leaking,removed; replaced
105685,"DURING POWER ON STALL , AT FULL THROTTLE , THERE WAS A LOUD TAP RAN UP AIRCRAFT , COULD NOT DUPLICATE FUEL SMELL .",aircraft,loud tap,ran up
105686,"DURING POWER ON STALL , AT FULL THROTTLE , THERE WAS A LOUD TAP RAN AIRCRAFT . COULD NOT DUPLICATE TAPPING NOISE OR FUEL SMEL",aircraft,loud tap,ran
105687,LEFT-HAND ENGINE NUMBER THREE INTAKE LEAKING . REMOVED AND REPLACED GASKET .,engine; intake; gasket,leaking,removed; replaced
105688,"RIGHT-HAND ENGINE NUMBERS TWO , THREE AND FOUR INTAKE TUBE GASKETS LEAKING . INSTALLED NEW GASKETS .",engine; intake tube gaskets; gaskets,leaking,installed
105689,IN STRAIGHT AND LEVEL FLIGHT . EXPERIENCED TWO VIBRATIONS WITH AIRCRAFT Y ROUTED AND SECURED OIL LINES .,aircraft; oil lines,vibrations,routed; secured
105690,IN STRAIGHT AND LEVEL FLIGHT . EXPERIENCED TWO VIBRATIONS WITH AIRCRAFT Y RUN UP AND LEAK CHECK OK . FOR MAINTENANCE FLIGHT .,aircraft,vibrations,run up; leak check; maintenance flight
105691,"IN STRAIGHT AND LEVEL FLIGHT . EXPERIENCED TWO VIBRATIONS WITH AIRCRAFT Y BEGAN LYCOMING , FOUND NUMBER TWO EXHAUST GUIDE TIGHT .",aircraft; exhaust guide,tight; vibrations,began
105692,"IN STRAIGHT AND LEVEL FLIGHT . EXPERIENCED TWO VIBRATIONS WITH AIRCRAFT Y PERFORMED ON NUMBER FOUR EXHAUST GUIDE , FOUND TIGHT . REA",aircraft; exhaust guide,tight; vibrations,
105693,IN STRAIGHT AND LEVEL FLIGHT . EXPERIENCED TWO VIBRATIONS WITH AIRCRAFT Y COMPLETED ASSEMBLY OF BAFFLES . RAN ENGINE BLADES ENGAGE,aircraft; baffles; engine; blades,vibrations,completed assembly; ran
105694,"ONE , TWO AND THREE INTAKES LEAKING . REMOVED AND REPLACED INTAKE GASKETS .",intakes; intake gaskets,leaking,removed; replaced
105695,NUMBER ONE INTAKE LEAKING . REMOVED AND REPLACED GASKET .,intake; gasket,leaking,removed; replaced
105696,NUMBER ONE CYLINDER ON RIGHT-HAND ENGINE IS CRACKED . OPERATIONS AND LEAK CHECK GOOD .,cylinder; engine,cracked,operations; leak check
105697,NUMBER ONE ROCKER COVER LEAKING ON LEFT-HAND ENGINE . REMOVED AND REPLACED GAKSET .,rocker cover; engine; gakset,leaking,removed; replaced
105698,NUMBER TWO AND NUMBER FOUR INTAKES LEAKING ON LEFT-HAND ENGINE . REMOVED AND REPLACED GASKETS .,intakes; engine; gaskets,leaking,removed; replaced
105699,"RIGHT-HAND ENGINE NUMBERS TWO , THREE , AND FOUR INTAKE GASKETS ARE LEAKING . REMOVED AND REPLACED GASKETS .",engine; intake gaskets; gaskets,leaking,removed; replaced
105700,NUMBER ONE CYLINDER ON RIGHT-HAND ENGINE IS CRACKED . REMOVED CYLINDER ASSEMBLY . REPLACED WITH NEW CYLINDER ASSEMBLY INCHES,cylinder; engine; cylinder assembly,cracked,removed; replaced
105701,NUMBER TWO INTAKE GASKET LEAKING . INSPECTED AND FOUND SEEPING ROCKER GASKET . CLEANED INTAKE,intake gasket; rocker gasket; intake,leaking; seeping,inspected; cleaned
105702,SMALL LEAK ON RIGHT-HAND ENGINE BACKBONE . LEAK CHECK GOOD .,engine; backbone,leak,leak check
105703,NUMBER TWO AND NUMBER FOUR LEFT ENGINE INTAKES LEAKING . REPLACED GASKETS .,engine; intakes; gaskets,leaking,replaced
105704,"SMALL LEAK ON RIGHT-HAND ENGINE BACKBONE . CLEANED , SEALED AND RETORQUED BACKBONE BOLT .",engine; backbone; backbone bolt,leak,cleaned; sealed
105705,NUMBER FOUR INTAKE ON RIGHT-HAND ENGINE LEAKS AND NUMBER THREE INTAKE ON LEFT-HAND ENGINE . REPLACED LEFT-HAND ENGINE GASKET .,intake; engine; gasket,leaks,replaced
105706,NUMBER FOUR INTAKE ON RIGHT-HAND ENGINE LEAKS AND NUMBER THREE INTAKE ON LEFT-HAND ENGINE . REPLACED GASKET ON RIGHT-HAND ENGINE .,intake; engine; gasket,leaks,replaced
105707,PILOT REPORTS PARTIAL POWER LOSS AND ROUGH RUNNING ENGINE . FOUND NUMBER TWO CYLINDER CRACKED . REMOVED AND REPLACED CYLINDER . CHECK,engine; cylinder,cracked; partial power loss; rough running,removed; replaced; check
105708,PILOT REPORTS PARTIAL POWER LOSS AND ROUGH RUNNING ENGINE . FOR BILLING PURPOSES ONLY,engine,partial power loss; rough running,
105709,LEFT-HAND ENGINE NUMBER FOUR INTAKE LEAKING . REMOVED AND REPLACED WITH NEW GASKET .,engine; intake; gasket,leaking,removed; replaced
105710,RIGHT-HAND ENGINE NUMBER FOUR INTAKE LEAKING . REMOVED AND REPLACED WITH NEW GASKET .,engine; intake; gasket,leaking,removed; replaced
105711,"NUMBER THREE INTAKE GASKET LEAKING , RIGHT-HAND ENGINE . REMOVED AND REPLACED GASKET .",intake gasket; engine; gasket,leaking,removed; replaced
105712,NUMBER TWO AND NUMBER FOUR INTAKE GASKET LEAKING ON LEFT-HAND ENGINE . REMOVED AND REPLACED GASKETS .,intake gasket; engine; gaskets,leaking,removed; replaced
105713,"LEFT-HAND ENGINE FORWARD LEFT-HAND BAFFLE , COWL SEAL FOUND IN ENGINE COWL . INSTALLED LEFT-HAND ENGINE FORWARD LEFT-HAND BAFFLE , COWL SEAL .",engine; baffle; cowl seal; cowl,,installed
105714,FUEL IS LEAKING OUT OF NUMBER FOUR INTAKE TUBE . REMOVED AND REPLACED NUMBER FOUR INTAKE GASKET . RAN UP ENGINE . LEA,fuel; intake tube; intake gasket; engine,leaking,removed; replaced; ran up
105715,ENGINE DRAIN LINES NEED ADEL CLAMPS REPLACED . REMOVED AND REPLACED TWO ENGINE DRAIN LINE ADEL CLAMPS .,engine drain lines; adel clamps; engine drain line,,replaced; removed
105716,"PILOT REPORTED INTAKE LEAK . INSPECTED , FOUND INTAKE TO NOT BE LEAKING .",intake,leak; leaking,inspected
105717,INTAKES NUMBER TWO AND NUMBER FOUR LEAKING . REMOVED AND REPLACED GASKETS .,intakes; gaskets,leaking,removed; replaced
105718,RIGHT-HAND ENGINE RUNNING ROUGH . DURING RUN UP ENGINE WAS VIOLENTLY RAN AIRCRAFT . OPERATIONS AND LEAK CHECK GOOD . REINSTALLED COWLING .,engine; aircraft; cowling,running rough,ran; operations; leak check; reinstalled
105719,RIGHT-HAND ENGINE RUNNING ROUGH . DURING RUN UP ENGINE WAS VIOLENTLY CONFIRMED DISCREPANCY . INSPECTED RIGHT-HAND ENGINE AND FOUND,engine,running rough,confirmed; inspected
105720,"RIGHT-HAND ENGINE RUNNING ROUGH . DURING RUN UP ENGINE WAS VIOLENTLY INSTALLED NUMBER TWO AND NUMBER FOUR INTERCYLINDER BAFFLE , TIE ROD AND DRAIN",engine; intercylinder baffle; tie rod,running rough,installed
105721,"RIGHT-HAND ENGINE RUNNING ROUGH . DURING RUN UP ENGINE WAS VIOLENTLY REMOVED BAFFLING , INTAKE PIPE , EXHAUST STACK AND AFT MUFF",engine; baffling; intake pipe; exhaust stack,running rough,removed
105722,"RIGHT-HAND ENGINE RUNNING ROUGH . DURING RUN UP ENGINE WAS VIOLENTLY TORQUED HOLD DOWN NUTS TO SPECS . REINSTALLED INTAKE , EXHAUST",engine; hold down nuts; intake; exhaust,running rough,torqued; reinstalled
105723,RIGHT-HAND ENGINE RUNNING ROUGH . DURING RUN UP ENGINE WAS VIOLENTLY INSTALLED AND TORQUED SPARK PLUGS . CONNECTED SPARK PLUG L,engine; spark plugs; spark plug,running rough,installed; torqued; connected
105724,BOTH LOWER ENGINE COWLS NEED CLEANING . CLEANED BOTH COWLS .,engine; cowls,,cleaning; cleaned
105725,"LEFT-HAND ENGINE , NUMBER TWO , AND NUMBER FOUR INTAKE GASKETS LEAKING . REMOVED AND REPLACED WITH NEW GASKETS .",engine; intake gaskets; gaskets,leaking,removed; replaced
105726,"MAGNETO DROP OUT OF STANDARDS . RAN AIRCRAFT UP TO OPERATING PARAMETERS . PERFORMED MAGNETO CHECK ,",aircraft,out of standards,ran; magneto check
105727,NUMBER ONE INTAKE GASKET LEAKING . REMOVED AND REPLACED GASKET .,intake gasket; gasket,leaking,removed; replaced
105728,NUMBER TWO AND NUMBER THREE INTAKES LEAKING . REMOVED AND REPLACED GASKETS .,intakes; gaskets,leaking,removed; replaced
105729,"PROPELLER OVERSPEED , HIGH RPM AND ANYTHING ABOVE 22 INCHES WOULD RE COMPLIED WITH LYCOMING 369M ; OVERSPEED FOUND TO BE BETWEEN 5 AND 10",propeller,overspeed,complied
105730,LEFT-HAND ENGINE NUMBER TWO CYLINDER LOST CHT AND EGT DURING LANDING . ALSO STARTE REMOVED AND REPLACED NUMBER TWO CYLINDER ASSEMBLY ON LEFT ENGINE . CHANGED,engine; cylinder; cylinder assembly,lost,removed; replaced; changed
105731,LEFT-HAND ENGINE NUMBER TWO CYLINDER LOST CHT AND EGT DURING LANDING . ALSO STARTE FOR BILLIN PURPOSES ONLY,engine; cylinder,lost,
105732,NUMBER THREE LOWER INTAKE TUBE LEAKS . SWEDGED INTAKE TUBE AND INSTALLED INTAKE TUBE WITH NEW GASK,intake tube; gask,leaks,swedged; installed
105733,NUMBER THREE AND NUMBER FOUR CYLINDER INTAKE GASKETS ARE LEAKING . REMOVED AND REPLACED GASKETS .,cylinder; intake gaskets; gaskets,leaking,removed; replaced
105734,"NUMBER THREE CYLINDER AFT BAFFLE ATTACH SCREW HAS COME OUT . REMOVED DIPSTICK TUBE , REINSTALLED SCREW , REINSTALLED",cylinder; baffle attach screw; dipstick tube; screw,come out,removed; reinstalled
105735,"NUMBER THREE EXHAUST PUSH ROD SEAL IS LEAKING . REMOVED AND REPLACED PUSH ROD SEAL , O-RING RETAINER AND TWO R",exhaust push rod seal; push rod seal; o-ring retainer,leaking,removed; replaced
105736,NUMBER ONE AND NUMBER FOUR INTAKES LEAKING . REMOVED AND REPLACED GASKETS .,intakes; gaskets,leaking,removed; replaced
105737,NUMBER ONE CYLINDER CRACKED . LEAK AND OPERATIONS CHECK GOOD .,cylinder,cracked,leak and operations check
105738,NUMBER TWO INTAKE TUBE GASKET LEAKING . INSTALLED NEW GASKET .,intake tube gasket; gasket,leaking,installed
105739,NUMBER ONE CYLINDER CRACKED . INSTALLED NEW NUMBER ONE CYLINDER IN ACCORDANCE WITH LYCOMING OVERHAUL MANUAL .,cylinder,cracked,installed
105740,NUMBER ONE CYLINDER SIDE BAFFLE IS CRACKED . INSTALLED PATCH MADE OF LIKE MATERIAL .,cylinder; baffle; patch; like material,cracked,installed
105741,"NUMBER FOUR CYLINDER HAS LOW COMPRESSION . RAN UP AIRCRAFT , LEAK CHECK GOOD .",cylinder; aircraft,low,ran up; leak check
105742,NUMBER FOUR CYLINDER HAS LOW COMPRESSION . FOUND DRY TAPPET CLEARANCE WITHIN SPECS AND ALL FLUID LINES,cylinder; fluid lines,low,
105743,"NUMBER FOUR CYLINDER HAS LOW COMPRESSION . REMOVED CYLINDER FROM ENGINE , INSPECTED AND FOUND BURNT",cylinder; engine,low; burnt,removed; inspected
105744,"CYLINDER NUMBER ONE AND NUMBER THREE TIE ROD IS LOOSE AND AFT BAFFLE IS CONTACTING OIL ADJUSTED INTERCYLINDER BAFFLE TIE ROD , INSPECTED RETURN",cylinder; tie rod; baffle; oil; intercylinder baffle tie rod; return,loose,adjusted; inspected
105745,NUMBER TWO INTAKE LEAKING . REMOVED AND REPLACED GASKET .,intake; gasket,leaking,removed; replaced
105746,NUMBER ONE AND NUMBER TWO INTAKES LEAKING . REMOVED AND REPLACED GASKETS .,intakes; gaskets,leaking,removed; replaced
105747,NUMBER THREE CYLINDER HAS LOW COMPRESSION . RUN UP LEAK CHECK GOOD .,cylinder,low,run up leak check
105748,"NUMBER THREE CYLINDER HAS LOW COMPRESSION . REINSTALLED BAFFLING , EXHAUST INTAKE TUBES , OIL RETURN",cylinder; baffling; exhaust; intake tubes; oil return,low,reinstalled
105749,"NUMBER THREE CYLINDER HAS LOW COMPRESSION . REMOVED NUMBER THREE CYLINDER , GROUND INTAKE VALVE AND SEAT , LAPPED EXHAUST",cylinder; intake valve,low,removed; ground; lapped
105750,NUMBER THREE INTAKE LEAKING . REMOVED AND REPLACED GASKET .,intake; gasket,leaking,removed; replaced
105751,NUMBER THREE CYLINDER INTAKE GASKET LEAKING . REPLACED GASKET .,cylinder; intake gasket; gasket,leaking,replaced
105752,SCREW MISSING IN NUMBER THREE SIDE BAFFLE . INSTALLED SCREW .,screw; baffle,missing,installed
105753,NUMBER TWO INTAKE LEAKING . REMOVED AND REPLACED GASKET .,intake; gasket,leaking,removed; replaced
105754,"RIGHT-HAND AFT BAFFLE BRACKET HAS SHEARED RIVET . REMOVED SHEARED RIVET . REPLACED WITH SCREW , WASHERS AND NUT",baffle bracket; rivet; screw; washers,sheared,removed; replaced
105755,NUMBER ONE CYLINDER INTAKE GASKET BROKEN AND LEAKING . REMOVED RIGHT-HAND EXHAUST-INTAKE TUBE ASSEMBLY . INTAKE ELBOW GASK,cylinder; intake gasket; intake elbow gask,broken; leaking,removed
105756,NUMBER TWO AND NUMBER FOUR CYLINDER ROCKER COVERS ARE MISSING ONE SCREW EACH . INSTALLED NEW SCREWS .,cylinder; rocker covers; screw each; screws,missing,installed
105757,"DURING RUN UP , WHEN CHECKING LEFT MAGNETO , THERE WAS A 250 RPM D RAN AIRCRAFT , DETERMINED TO BE NUMBER FOUR LOWER PLUG . REMOVED , CLEAN",magneto; aircraft; plug,,ran; determined; removed; clean
105758,"LAST LANDING , COMING OFF RUNWAY , ENGINE SHUTDOWN RAN AIRCRAFT , IDLE RPM AND MIXTURE CHECK GOOD . MAGNETO CHECKS GOOD .",engine; aircraft,shutdown,ran; mixture check; magneto checks
105759,LEFT-HAND ENGINE NUMBER THREE INTAKE LEAKING . REMOVED AND REPLACED GASKET .,engine; intake; gasket,leaking,removed; replaced
105760,RIGHT-HAND ENGINE NUMBER FOUR INTAKE LEAKING . REMOVED AND REPLACED GASKET .,engine; intake; gasket,leaking,removed; replaced
105761,RIGHT-HAND ENGINE INLET SCREEN WIRE IS BROKEN . REPLACED WITH NEW SCREEN .,engine; inlet screen wire; screen,broken,replaced
105762,"ENGINE STARTED MAKING ABNORMAL SOUND IN FLIGHT . ABNORMAL VIB RAN UP AIRCRAFT , COULD NOT DUPLICATE IRREGULOR SOUNDS OR VIB",engine; aircraft,started making abnormal sound; abnormal vib,ran up
105763,"FORWARD BAFFLE , LEFT-HAND BOTTOM RUBBING WITH MUFFLER . RESECURED BAFFLE WITH MUFFLER WITH RED RTV , NO DEFECT NOTED",baffle; muffler; rtv,rubbing,resecured
105764,"NUMBERS ONE , TWO , THREE , AND FOUR INTAKES LEAKING ON RIGHT-HAND ENGINE . REMOVED AND REPLACED GASKETS .",intakes; engine; gaskets,leaking,removed; replaced
105765,"NUMBER TWO , AND NUMBER THREE INTAKES LEAKING ON LEFT-HAND ENGINE . REMOVED AND REPLACED WITH NEW GASKETS .",intakes; engine; gaskets,leaking,removed; replaced
105766,LEFT-HAND LOWER ENGINE COWL CAM LOCK MISSING LOCK WASHER . INSTALLED LOCK WASHER ON CAM LOCK .,engine; cowl cam; lock washer,missing,installed
105767,"ENGINE DIED AT IDLE DURING TAXI THREE TIMES . COULD NOT START AFT PERFORMED GROUND RUN , FOUND ENGINE IDLING TOO LOW . ADJU",engine,died; could not start; idling too low,ground run; adju
105768,NUMBER FOUR INTAKE LEAKING . REMOVED AND REPLACED GASKET .,intake; gasket,leaking,removed; replaced
105769,"OIL PRESSURE LINE SUPPORT BRACKET , FUEL FLOW TRANSDUCER WIRE INSTALLED BRACKET .",oil pressure line support bracket; fuel flow transducer wire; transducer wire; bracket,,installed
105770,"FUEL LINE SUPPORT BRACKET , OF NUMBER TWO EXHAUST PUSH ROD TUBE . MISSING INSTALLED BRACKET .",fuel line support bracket; exhaust push rod tube; bracket,missing,missing installed; installed
105771,NUMBER TWO ROCKER COVER LEAKING . REMOVED AND REPLACED GASKET .,rocker cover; gasket,leaking,removed; replaced
105772,NUMBER TWO CYLINDER INTAKE GASKET LEAKING . REMOVED AND REPLACED GASKET .,cylinder; intake gasket; gasket,leaking,removed; replaced
105773,BOTH BAFFLE SPARK PLUG ACCESS HOLES DAMAGED . INSTALLED DOUBLER PLATES . REMOVED AND REPLACED BAFFLE PLU,baffle spark plug; access holes; holes; doubler plates; baffle plu,damaged,installed; removed; replaced
105774,NUMBER ONE INTAKE LEAKING . REMOVED AND REPLACED GASKET .,intake; gasket,leaking,removed; replaced
105775,LEFT-HAND ENGINE NUMBER FOUR INTAKE LEAKING . REMOVED AND REPLACED GASKET .,engine; intake; gasket,leaking,removed; replaced
105776,"RIGHT-HAND ENGINE NUMBER THREE , AND NUMBER FOUR INTAKES LEAKING . REMOVED AND REPLACED GASKETS .",engine; intakes; gaskets,leaking,removed; replaced
105777,"DURING RUN UP , ENGINE SHUT DOWN . RESTARTED AND HAD FLAMES COMI NSPECTED ENGINE , PERFORMED GROUND RUN . OPERATIONS CHECKED GOOD .",engine,shut down; flames comi,nspected; ground run; operations checked
105778,"AFTER START UP , ENGINE KEPT HESITATING EVERY FOUR TO FIVE SECONDS . PERFORMED GROUND RUN , OPERATIONS CHECKED GOOD .",engine,kept hesitating,ground run; operations checked
105779,PILOT REPORTS START ASSIST . STARTED AIRCRAFT .,aircraft,,started
105780,BAFFLE PLUG WORN . REMOVED AND REPLACED BAFFLE PLUG .,baffle plug,worn,removed; replaced
105781,"NUMBER TWO , AND NUMBER ONE INTAKES LEAKING . REMOVED AND REPLACED GASKETS .",intakes; gaskets,leaking,removed; replaced
105782,ENGINE COVER . REMOVED FOR INSPECTION . INSTALLED ENGINE COVER .,engine cover,,removed; inspection; installed
105783,NUMBER TWO INTAKE GASKET LEAKING . INSTALLED NEW INTAKE GASKET .,intake gasket,leaking,installed
105784,ENGINE BAFFLE PLUG TANGS BROKEN . INSTALLED NEW BAFFLE PLUG .,engine; baffle plug; tangs,broken,installed
105785,LEFT-HAND NUMBER FOUR INTAKE GASKET LEAKING . REMOVED AND REPLACED WITH NEW GASKET .,intake gasket; gasket,leaking,removed; replaced
105786,RIGHT-HAND NUMBER FOUR INTAKE GASKET IS LEAKING . REMOVED AND REPLACED WITH NEW GASKET .,intake gasket; gasket,leaking,removed; replaced
105787,NUMBER THREE ROCKER COVER GASKET LEAKING ON LEFT-HAND ENGINE . REMOVED AND REPLACED WITH NEW SILICONE GASKETS .,rocker cover gasket; engine; silicone gaskets,leaking,removed; replaced
105788,RIGHT-HAND ENGINE NUMBER FOUR CYLINDER INTAKE LEAKS . REMOVED AND REPLACED GASKET .,engine; cylinder; intake; gasket,leaks,removed; replaced
105789,"RIGHT-HAND ENGINE HAS CRACKED NINETY OUT OF EIGHTY BRACKET FORWARD OIL COOLER , NEEDS STOP STOP DRILLED CRACK END .",engine; ninety out of eighty bracket; oil cooler,cracked; crack,stop drilled
105790,"MANY CRACKS ON BAFFLING , NUMBER THREE CYLINDER , RIGHT-HAND ENGINE , BEHIND NINETY OUT OF EIGHTY BRACKET REMOVED BAFFLE ASSEMBLY AND CLEANED AREA .",baffling; cylinder; engine; ninety out of eighty bracket; baffle assembly,cracks,removed; cleaned
105791,LEFT-HAND ENGINE BAFFLE TIE ROD WIRE HITTING BOTH OUTBOARD CLAMPS . DAMAGE NEG . ADJUSTED TOWARD INBOARD AND ADJUST CLAMPS OUT OF THE,engine; baffle tie rod wire; clamps; neg; adjust clamps,damage,adjusted
105792,"MANY CRACKS ON BAFFLING , NUMBER THREE CYLINDER , RIGHT-HAND ENGINE , BEHIND NINETY OUT OF EIGHTY BRACKET INSTALLED NEW BAFFLE SECTION . CLEANED SCAT TUBE .",baffling; cylinder; engine; ninety out of eighty bracket; baffle section; scat tube,cracks,behind; installed; cleaned
105793,"LEFT-HAND ENGINE HAS CRACKED NINETY OUT OF EIGHTY BRACKET BY , FORWARD OF OIL COOLER , PAS REPLACED WITH SERVICEABLE BRACKET FROM LEFT-HAND ENGINE BAFFLE .",engine; ninety out of eighty bracket; oil cooler; serviceable bracket; baffle,cracked,replaced
105794,NUMBER THREE AND NUMBER FOUR INTAKE GASKETS ARE LEAKING . REPLACED BOTH GASKETS .,intake gaskets; gaskets,leaking,replaced
105795,BAFFLE PLUGS NEED TO BE REPLACED . INSTALLED NEW BAFFLE PLUGS .,baffle plugs,,replaced; installed
105796,LEFT-HAND ENGINE OVERSPEED ON TAKE OFF AND CLIMB ; 2720-2730 . COULD H REMOVED SD CARD AND READ . 2733.2 RPM HIGHEST RECORDING . L,engine; sd card,overspeed,removed
105797,RIVET LOOSE ON LEFT-HAND BAFFLE . TIGHTENED RIVET .,rivet; baffle,loose,tightened
105798,"NUMBER TWO , AND NUMBER FOUR ROCKER BOX LEAKING . REMOVED AND REPLACED GASKETS .",rocker box; gaskets,leaking,removed; replaced
105799,"LEFT ENGINE WOULD NOT START . LEFT ENGINE COVER WAS NOT PUT STARTED AND RAN ENGINE LEFT-HAND , ALL SYSTEMS WITHIN PARAMETERS .",engine; engine cover,not put; would not start,started; ran
105800,NUMBER FOUR INTAKE TUBE GASKET LEAKING . REMOVED AND REPLACED GASKET .,intake tube gasket; gasket,leaking,removed; replaced
105801,NUMBER TWO CYLINDER NEEDS NEW GASKET ON ROCKER BOX . REMOVED AND REPLACED GASKET .,cylinder; gasket; rocker box,,removed; replaced
105802,"ON DOWN WIND , HAD REDUCTION IN POWER . FOLLOWED BY ROUGH VIBRA RAN AIRCRAFT , ALL CHECKS GOOD . DOWN LOADED CARD DATA AND FOUND",aircraft; card data,reduction in power; rough vibra,ran; checks; down loaded
105803,"DURING TAXI , STARTED TO SMELL HEAVY FUMES , CO WARNING CAME RAN UP AIRCRAFT , UNABLE TO DUPLICATE DISCREPANCY .",aircraft,started to smell heavy fumes; co warning came,ran up
105804,"CO LEVEL HIGH WARNING CAME ON WHILE TAXIING . RAN AIRCRAFT , ALL CHECKS GOOD . NO CO WARNING .",aircraft,co level high warning came on,ran; checks
105805,"OVERSPED PROPELLER DURING MANUEVERS , THIRTY HUNDRED AND FIFTY RPM . DOWNLOADED CARD DATA AND FOUND 2740 PEAK RPM . NO FURTHER",propeller; card data,oversped,downloaded
105806,NUMBER FOUR INTAKE GASKET LEAKING . REMOVED AND REPLACED GASKET .,intake gasket; gasket,leaking,removed; replaced
105807,TAB ON NUMBER THREE CYLINDER AFT BAFFLE RIVETS SHEARED OFF . REMOVED AND REPLACED RIVETS .,tab; cylinder; baffle rivets; rivets,sheared,removed; replaced
105808,"NUMBER THREE CYLINDER LOW COMPRESSION , FORTY OUT OF EIGHTY . GROUND VALVES AND STARTED GRINDING VALVE SEATS .",cylinder; valves; valve seats,low,ground; started grinding
105809,"LOOSE RIVETS , RIGHT-HAND FORWARD BAFFLE SEAL . REMOVED RIVETS AND REPLACED WITH NUTS AND SCREWS .",rivets; baffle seal; nuts; screws,loose,removed; replaced
105810,"NUMBER THREE CYLINDER LOW COMPRESSION , FORTY OUT OF EIGHTY . PERFORMED COMPRESSION TEST , FOUND NUMBER 3 CYLINDER AT 48 PSI . STAK",cylinder,low,compression test; stak
105811,"NUMBER THREE CYLINDER LOW COMPRESSION , FORTY OUT OF EIGHTY . FINISHED GROUNDING VALVE SEATS AND FITTING VALVES INTO SE",cylinder; valve seats; valves,low,finished grounding; fitting
105812,"NUMBER THREE CYLINDER LOW COMPRESSION , FORTY OUT OF EIGHTY . INSTALLED BAFFLES AND ALL NECESSARY PARTS FOR NUMBER THREE CYLINDER",cylinder; baffles; necessary parts,low,installed
